id,covid19
08469,-1
08470,-1
08471,-1
08472,-1
08473,-1
08474,-1
08475,-1
08476,-1
08477,-1
08478,-1
08479,-1
08480,-1
08481,-1
08482,-1
08483,-1
08484,-1
08485,-1
08486,-1
08487,-1
08488,-1
08489,-1
08490,-1
08491,-1
08492,-1
08493,-1
08494,-1
08495,-1
08496,-1
08497,-1
08498,-1
08499,-1
08500,-1
08501,-1
08502,-1
08503,-1
08504,-1
08505,-1
08506,-1
08507,-1
08508,-1
08509,-1
08510,-1
08511,-1
08512,-1
08513,-1
08514,-1
08515,-1
08516,-1
08517,-1
08518,-1
08519,-1
08520,-1
08521,-1
08522,-1
08523,-1
08524,-1
08525,-1
08526,-1
08527,-1
08528,-1
08529,-1
08530,-1
08531,-1
08532,-1
08533,-1
08534,-1
08535,-1
08536,-1
08537,-1
08538,-1
08539,-1
08540,-1
08541,-1
08542,-1
08543,-1
08544,-1
08545,-1
08546,-1
08547,-1
08548,-1
08549,-1
08550,-1
08551,-1
08552,-1
08553,-1
08554,-1
08555,-1
08556,-1
08557,-1
08558,-1
08559,-1
08560,-1
08561,-1
08562,-1
08563,-1
08564,-1
08565,-1
08566,-1
08567,-1
08568,-1
08569,-1
08570,-1
08571,-1
08572,-1
08573,-1
08574,-1
08575,-1
08576,-1
08577,-1
08578,-1
08579,-1
08580,-1
08581,-1
08582,-1
08583,-1
08584,-1
08585,-1
08586,-1
08587,-1
08588,-1
08589,-1
08590,-1
08591,-1
08592,-1
08593,-1
08594,-1
08595,-1
08596,-1
08597,-1
08598,-1
08599,-1
08600,-1
08601,-1
08602,-1
08603,-1
08604,-1
08605,-1
08606,-1
08607,-1
08608,-1
08609,-1
08610,-1
08611,-1
08612,-1
08613,-1
08614,-1
08615,-1
08616,-1
08617,-1
08618,-1
08619,-1
08620,-1
08621,-1
08622,-1
08623,-1
08624,-1
08625,-1
08626,-1
08627,-1
08628,-1
08629,-1
08630,-1
08631,-1
08632,-1
08633,-1
08634,-1
08635,-1
08636,-1
08637,-1
08638,-1
08639,-1
08640,-1
08641,-1
08642,-1
08643,-1
08644,-1
08645,-1
08646,-1
08647,-1
08648,-1
08649,-1
08650,-1
08651,-1
08652,-1
08653,-1
08654,-1
08655,-1
08656,-1
08657,-1
08658,-1
08659,-1
08660,-1
08661,-1
08662,-1
08663,-1
08664,-1
08665,-1
08666,-1
08667,-1
08668,-1
08669,-1
08670,-1
08671,-1
08672,-1
08673,-1
08674,-1
08675,-1
08676,-1
08677,-1
08678,-1
08679,-1
08680,-1
08681,-1
08682,-1
08683,-1
08684,-1
08685,-1
08686,-1
08687,-1
08688,-1
08689,-1
08690,-1
08691,-1
08692,-1
08693,-1
08694,-1
08695,-1
08696,-1
08697,-1
08698,-1
08699,-1
08700,-1
08701,-1
08702,-1
08703,-1
08704,-1
08705,-1
08706,-1
08707,-1
08708,-1
08709,-1
08710,-1
08711,-1
08712,-1
08713,-1
08714,-1
08715,-1
08716,-1
08717,-1
08718,-1
08719,-1
08720,-1
08721,-1
08722,-1
08723,-1
08724,-1
08725,-1
08726,-1
08727,-1
08728,-1
08729,-1
08730,-1
08731,-1
08732,-1
08733,-1
08734,-1
08735,-1
08736,-1
08737,-1
08738,-1
08739,-1
08740,-1
08741,-1
08742,-1
08743,-1
08744,-1
08745,-1
08746,-1
08747,-1
08748,-1
08749,-1
08750,-1
08751,-1
08752,-1
08753,-1
08754,-1
08755,-1
08756,-1
08757,-1
08758,-1
08759,-1
08760,-1
08761,-1
08762,-1
08763,-1
08764,-1
08765,-1
08766,-1
08767,-1
08768,-1
08769,-1
08770,-1
08771,-1
08772,-1
08773,-1
08774,-1
08775,-1
08776,-1
08777,-1
08778,-1
08779,-1
08780,-1
08781,-1
08782,-1
08783,-1
08784,-1
08785,-1
08786,-1
08787,-1
08788,-1
08789,-1
08790,-1
08791,-1
08792,-1
08793,-1
08794,-1
08795,-1
08796,-1
08797,-1
08798,-1
08799,-1
08800,-1
08801,-1
08802,-1
08803,-1
08804,-1
08805,-1
08806,-1
08807,-1
08808,-1
08809,-1
08810,-1
08811,-1
08812,-1
08813,-1
08814,-1
08815,-1
08816,-1
08817,-1
08818,-1
08819,-1
08820,-1
08821,-1
08822,-1
08823,-1
08824,-1
08825,-1
08826,-1
08827,-1
08828,-1
08829,-1
08830,-1
08831,-1
08832,-1
08833,-1
08834,-1
08835,-1
08836,-1
08837,-1
08838,-1
08839,-1
08840,-1
08841,-1
08842,-1
08843,-1
08844,-1
08845,-1
08846,-1
08847,-1
08848,-1
08849,-1
08850,-1
08851,-1
08852,-1
08853,-1
08854,-1
08855,-1
08856,-1
08857,-1
08858,-1
08859,-1
08860,-1
08861,-1
08862,-1
08863,-1
08864,-1
08865,-1
08866,-1
08867,-1
08868,-1
08869,-1
08870,-1
08871,-1
08872,-1
08873,-1
08874,-1
08875,-1
08876,-1
08877,-1
08878,-1
08879,-1
08880,-1
08881,-1
08882,-1
08883,-1
08884,-1
08885,-1
08886,-1
08887,-1
08888,-1
08889,-1
08890,-1
08891,-1
08892,-1
08893,-1
08894,-1
08895,-1
08896,-1
08897,-1
08898,-1
08899,-1
08900,-1
08901,-1
08902,-1
08903,-1
08904,-1
08905,-1
08906,-1
08907,-1
08908,-1
08909,-1
08910,-1
08911,-1
08912,-1
08913,-1
08914,-1
08915,-1
08916,-1
08917,-1
08918,-1
08919,-1
08920,-1
08921,-1
08922,-1
08923,-1
08924,-1
08925,-1
08926,-1
08927,-1
08928,-1
08929,-1
08930,-1
08931,-1
08932,-1
08933,-1
08934,-1
08935,-1
08936,-1
08937,-1
08938,-1
08939,-1
08940,-1
08941,-1
08942,-1
08943,-1
08944,-1
08945,-1
08946,-1
08947,-1
08948,-1
08949,-1
08950,-1
08951,-1
08952,-1
08953,-1
08954,-1
08955,-1
08956,-1
08957,-1
08958,-1
08959,-1
08960,-1
08961,-1
08962,-1
08963,-1
08964,-1
08965,-1
08966,-1
08967,-1
08968,-1
08969,-1
08970,-1
08971,-1
08972,-1
08973,-1
08974,-1
08975,-1
08976,-1
08977,-1
08978,-1
08979,-1
08980,-1
08981,-1
08982,-1
08983,-1
08984,-1
08985,-1
08986,-1
08987,-1
08988,-1
08989,-1
08990,-1
08991,-1
08992,-1
08993,-1
08994,-1
08995,-1
08996,-1
08997,-1
08998,-1
08999,-1
09000,-1
09001,-1
09002,-1
09003,-1
09004,-1
09005,-1
09006,-1
09007,-1
09008,-1
09009,-1
09010,-1
09011,-1
09012,-1
09013,-1
09014,-1
09015,-1
09016,-1
09017,-1
09018,-1
09019,-1
09020,-1
09021,-1
09022,-1
09023,-1
09024,-1
09025,-1
09026,-1
09027,-1
09028,-1
09029,-1
09030,-1
09031,-1
09032,-1
09033,-1
09034,-1
09035,-1
09036,-1
09037,-1
09038,-1
09039,-1
09040,-1
09041,-1
09042,-1
09043,-1
09044,-1
09045,-1
09046,-1
09047,-1
09048,-1
09049,-1
09050,-1
09051,-1
09052,-1
09053,-1
09054,-1
09055,-1
09056,-1
09057,-1
09058,-1
09059,-1
09060,-1
09061,-1
09062,-1
09063,-1
09064,-1
09065,-1
09066,-1
09067,-1
09068,-1
09069,-1
09070,-1
09071,-1
09072,-1
09073,-1
09074,-1
09075,-1
09076,-1
09077,-1
09078,-1
09079,-1
09080,-1
09081,-1
09082,-1
09083,-1
09084,-1
09085,-1
09086,-1
09087,-1
09088,-1
09089,-1
09090,-1
09091,-1
09092,-1
09093,-1
09094,-1
09095,-1
09096,-1
09097,-1
09098,-1
09099,-1
09100,-1
09101,-1
09102,-1
09103,-1
09104,-1
09105,-1
09106,-1
09107,-1
09108,-1
09109,-1
09110,-1
09111,-1
09112,-1
09113,-1
09114,-1
09115,-1
09116,-1
09117,-1
09118,-1
09119,-1
09120,-1
09121,-1
09122,-1
09123,-1
09124,-1
09125,-1
09126,-1
09127,-1
09128,-1
09129,-1
09130,-1
09131,-1
09132,-1
09133,-1
09134,-1
09135,-1
09136,-1
09137,-1
09138,-1
09139,-1
09140,-1
09141,-1
09142,-1
09143,-1
09144,-1
09145,-1
09146,-1
09147,-1
09148,-1
09149,-1
09150,-1
09151,-1
09152,-1
09153,-1
09154,-1
09155,-1
09156,-1
09157,-1
09158,-1
09159,-1
09160,-1
09161,-1
09162,-1
09163,-1
09164,-1
09165,-1
09166,-1
09167,-1
09168,-1
09169,-1
09170,-1
09171,-1
09172,-1
09173,-1
09174,-1
09175,-1
09176,-1
09177,-1
09178,-1
09179,-1
09180,-1
09181,-1
09182,-1
09183,-1
09184,-1
09185,-1
09186,-1
09187,-1
09188,-1
09189,-1
09190,-1
09191,-1
09192,-1
09193,-1
09194,-1
09195,-1
09196,-1
09197,-1
09198,-1
09199,-1
09200,-1
09201,-1
09202,-1
09203,-1
09204,-1
09205,-1
09206,-1
09207,-1
09208,-1
09209,-1
09210,-1
09211,-1
09212,-1
09213,-1
09214,-1
09215,-1
09216,-1
09217,-1
09218,-1
09219,-1
09220,-1
09221,-1
09222,-1
09223,-1
09224,-1
09225,-1
09226,-1
09227,-1
09228,-1
09229,-1
09230,-1
09231,-1
09232,-1
09233,-1
09234,-1
09235,-1
09236,-1
09237,-1
09238,-1
09239,-1
09240,-1
09241,-1
09242,-1
09243,-1
09244,-1
09245,-1
09246,-1
09247,-1
09248,-1
09249,-1
09250,-1
09251,-1
09252,-1
09253,-1
09254,-1
09255,-1
09256,-1
09257,-1
09258,-1
09259,-1
09260,-1
09261,-1
09262,-1
09263,-1
09264,-1
09265,-1
09266,-1
09267,-1
09268,-1
09269,-1
09270,-1
09271,-1
09272,-1
09273,-1
09274,-1
09275,-1
09276,-1
09277,-1
09278,-1
09279,-1
09280,-1
09281,-1
09282,-1
09283,-1
09284,-1
09285,-1
09286,-1
09287,-1
09288,-1
09289,-1
09290,-1
09291,-1
09292,-1
09293,-1
09294,-1
09295,-1
09296,-1
09297,-1
09298,-1
09299,-1
09300,-1
09301,-1
09302,-1
09303,-1
09304,-1
09305,-1
09306,-1
09307,-1
09308,-1
09309,-1
09310,-1
09311,-1
09312,-1
09313,-1
09314,-1
09315,-1
09316,-1
09317,-1
09318,-1
09319,-1
09320,-1
09321,-1
09322,-1
09323,-1
09324,-1
09325,-1
09326,-1
09327,-1
09328,-1
09329,-1
09330,-1
09331,-1
09332,-1
09333,-1
09334,-1
09335,-1
09336,-1
09337,-1
09338,-1
09339,-1
09340,-1
09341,-1
09342,-1
09343,-1
09344,-1
09345,-1
09346,-1
09347,-1
09348,-1
09349,-1
09350,-1
09351,-1
09352,-1
09353,-1
09354,-1
09355,-1
09356,-1
09357,-1
09358,-1
09359,-1
09360,-1
09361,-1
09362,-1
09363,-1
09364,-1
09365,-1
09366,-1
09367,-1
09368,-1
09369,-1
09370,-1
09371,-1
09372,-1
09373,-1
09374,-1
09375,-1
09376,-1
09377,-1
09378,-1
09379,-1
09380,-1
09381,-1
09382,-1
09383,-1
09384,-1
09385,-1
09386,-1
09387,-1
09388,-1
09389,-1
09390,-1
09391,-1
09392,-1
09393,-1
09394,-1
09395,-1
09396,-1
09397,-1
09398,-1
09399,-1
09400,-1
09401,-1
09402,-1
09403,-1
09404,-1
09405,-1
09406,-1
09407,-1
09408,-1
09409,-1
09410,-1
09411,-1
09412,-1
09413,-1
09414,-1
09415,-1
09416,-1
09417,-1
09418,-1
09419,-1
09420,-1
09421,-1
09422,-1
09423,-1
09424,-1
09425,-1
09426,-1
09427,-1
09428,-1
09429,-1
09430,-1
09431,-1
09432,-1
09433,-1
09434,-1
09435,-1
09436,-1
09437,-1
09438,-1
09439,-1
09440,-1
09441,-1
09442,-1
09443,-1
09444,-1
09445,-1
09446,-1
09447,-1
09448,-1
09449,-1
09450,-1
09451,-1
09452,-1
09453,-1
09454,-1
09455,-1
09456,-1
09457,-1
09458,-1
09459,-1
09460,-1
09461,-1
09462,-1
09463,-1
09464,-1
09465,-1
09466,-1
09467,-1
09468,-1
09469,-1
09470,-1
09471,-1
09472,-1
09473,-1
09474,-1
09475,-1
09476,-1
09477,-1
09478,-1
09479,-1
09480,-1
09481,-1
09482,-1
09483,-1
09484,-1
09485,-1
09486,-1
09487,-1
09488,-1
09489,-1
09490,-1
09491,-1
09492,-1
09493,-1
09494,-1
09495,-1
09496,-1
09497,-1
09498,-1
09499,-1
09500,-1
09501,-1
09502,-1
09503,-1
09504,-1
09505,-1
09506,-1
09507,-1
09508,-1
09509,-1
09510,-1
09511,-1
09512,-1
09513,-1
09514,-1
09515,-1
09516,-1
09517,-1
09518,-1
09519,-1
09520,-1
09521,-1
09522,-1
09523,-1
09524,-1
09525,-1
09526,-1
09527,-1
09528,-1
09529,-1
09530,-1
09531,-1
09532,-1
09533,-1
09534,-1
09535,-1
09536,-1
09537,-1
